country,ssp_range,year_range,p0.05,p0.50,p0.95
"Venezuela, Bolivarian Republic of",SSP5-8.5,2020-2039,79.49,79.83,80.77
"Venezuela, Bolivarian Republic of",SSP5-8.5,2040-2059,80.70,81.32,83.04
"Venezuela, Bolivarian Republic of",SSP5-8.5,2080-2099,83.01,85.49,88.03
"Virgin Islands, British",SSP5-8.5,1986-2005,78.38,78.70,78.79
"Virgin Islands, British",SSP5-8.5,2020-2039,79.61,80.17,80.78
"Virgin Islands, British",SSP5-8.5,2040-2059,80.58,81.20,82.42
"Virgin Islands, British",SSP5-8.5,2080-2099,82.45,83.79,85.88
"Virgin Islands, U.S.",SSP5-8.5,1986-2005,78.53,78.85,78.94
"Virgin Islands, U.S.",SSP5-8.5,2020-2039,79.79,80.32,80.92
"Virgin Islands, U.S.",SSP5-8.5,2040-2059,80.77,81.35,82.54
"Virgin Islands, U.S.",SSP5-8.5,2080-2099,82.57,83.90,85.97
Viet Nam,SSP5-8.5,1986-2005,76.24,76.54,76.73
Viet Nam,SSP5-8.5,2020-2039,77.54,78.12,78.73
Viet Nam,SSP5-8.5,2040-2059,78.67,79.51,80.83
Viet Nam,SSP5-8.5,2080-2099,81.13,82.47,84.41
Vanuatu,SSP5-8.5,1986-2005,77.52,77.67,77.91
Vanuatu,SSP5-8.5,2020-2039,78.45,78.88,79.39
Vanuatu,SSP5-8.5,2040-2059,79.33,79.79,80.78
Vanuatu,SSP5-8.5,2080-2099,81.12,82.15,84.25
Wallis and Futuna,SSP5-8.5,1986-2005,79.68,79.92,80.12
Wallis and Futuna,SSP5-8.5,2020-2039,80.74,81.07,81.47
Wallis and Futuna,SSP5-8.5,2040-2059,81.50,82.06,82.79
Wallis and Futuna,SSP5-8.5,2080-2099,83.09,84.33,85.81
Samoa,SSP5-8.5,1986-2005,78.40,78.62,78.84
Samoa,SSP5-8.5,2020-2039,79.47,79.78,80.20
Samoa,SSP5-8.5,2040-2059,80.20,80.81,81.42
Samoa,SSP5-8.5,2080-2099,81.79,83.03,84.54
Yemen,SSP5-8.5,1986-2005,74.27,74.54,74.77
Yemen,SSP5-8.5,2020-2039,75.03,76.26,77.44
Yemen,SSP5-8.5,2040-2059,76.16,78.01,79.76
Yemen,SSP5-8.5,2080-2099,79.53,81.56,84.46
South Africa,SSP5-8.5,1986-2005,64.41,64.64,64.88
South Africa,SSP5-8.5,2020-2039,65.81,66.35,67.08
South Africa,SSP5-8.5,2040-2059,67.22,67.93,69.33
South Africa,SSP5-8.5,2080-2099,69.71,71.57,74.08
Zambia,SSP5-8.5,1986-2005,71.02,71.26,71.49
Zambia,SSP5-8.5,2020-2039,72.57,72.94,73.77
Zambia,SSP5-8.5,2040-2059,73.71,74.53,76.17
Zambia,SSP5-8.5,2080-2099,76.24,78.56,80.86
Zimbabwe,SSP5-8.5,1986-2005,68.81,69.23,69.66
Zimbabwe,SSP5-8.5,2020-2039,70.54,71.02,72.21
Zimbabwe,SSP5-8.5,2040-2059,71.95,72.88,74.31
Zimbabwe,SSP5-8.5,2080-2099,74.52,77.12,80.70
