name,ssp_range,year_range,p0.05,p0.50,p0.95
"Venezuela, Bolivarian Republic of",SSP5-8.5,1986-2005,76.87,77.30,77.55
"Venezuela, Bolivarian Republic of",SSP5-8.5,2020-2039,78.58,79.03,80.20
"Venezuela, Bolivarian Republic of",SSP5-8.5,2040-2059,79.51,80.58,82.51
"Venezuela, Bolivarian Republic of",SSP5-8.5,2080-2099,82.10,84.50,87.62
"Virgin Islands, British",SSP5-8.5,1986-2005,76.53,76.78,76.91
"Virgin Islands, British",SSP5-8.5,2020-2039,77.67,78.14,78.86
"Virgin Islands, British",SSP5-8.5,2040-2059,78.49,79.22,80.39
"Virgin Islands, British",SSP5-8.5,2080-2099,80.54,81.78,83.95
"Virgin Islands, U.S.",SSP5-8.5,1986-2005,76.69,76.95,77.08
"Virgin Islands, U.S.",SSP5-8.5,2020-2039,77.85,78.31,79.03
"Virgin Islands, U.S.",SSP5-8.5,2040-2059,78.71,79.41,80.55
"Virgin Islands, U.S.",SSP5-8.5,2080-2099,80.69,81.91,84.07
Viet Nam,SSP5-8.5,1986-2005,69.09,69.42,69.86
Viet Nam,SSP5-8.5,2020-2039,70.12,71.18,71.71
Viet Nam,SSP5-8.5,2040-2059,71.36,72.66,73.54
Viet Nam,SSP5-8.5,2080-2099,74.21,75.72,77.82
Vanuatu,SSP5-8.5,1986-2005,79.37,79.58,79.75
Vanuatu,SSP5-8.5,2020-2039,80.54,80.76,81.15
Vanuatu,SSP5-8.5,2040-2059,81.31,81.69,82.47
Vanuatu,SSP5-8.5,2080-2099,82.91,84.18,85.99
Wallis and Futuna,SSP5-8.5,1986-2005,80.22,80.45,80.69
Wallis and Futuna,SSP5-8.5,2020-2039,81.18,81.59,81.89
Wallis and Futuna,SSP5-8.5,2040-2059,82.04,82.62,83.24
Wallis and Futuna,SSP5-8.5,2080-2099,83.63,84.93,86.83
Samoa,SSP5-8.5,1986-2005,78.82,79.05,79.28
Samoa,SSP5-8.5,2020-2039,79.74,80.19,80.49
Samoa,SSP5-8.5,2040-2059,80.68,81.16,81.77
Samoa,SSP5-8.5,2080-2099,82.22,83.51,85.45
Yemen,SSP5-8.5,1986-2005,66.70,67.25,67.52
Yemen,SSP5-8.5,2020-2039,68.35,69.02,70.36
Yemen,SSP5-8.5,2040-2059,69.21,70.90,72.44
Yemen,SSP5-8.5,2080-2099,72.91,75.03,77.42
South Africa,SSP5-8.5,1986-2005,71.65,71.93,72.17
South Africa,SSP5-8.5,2020-2039,72.92,73.62,74.31
South Africa,SSP5-8.5,2040-2059,74.22,75.21,76.45
South Africa,SSP5-8.5,2080-2099,76.80,79.08,81.15
Zambia,SSP5-8.5,1986-2005,72.08,72.30,72.68
Zambia,SSP5-8.5,2020-2039,73.51,73.98,74.59
Zambia,SSP5-8.5,2040-2059,74.49,75.40,76.40
Zambia,SSP5-8.5,2080-2099,77.07,78.95,80.93
Zimbabwe,SSP5-8.5,1986-2005,72.89,73.44,73.87
Zimbabwe,SSP5-8.5,2020-2039,74.50,74.85,76.07
Zimbabwe,SSP5-8.5,2040-2059,75.46,76.66,78.19
Zimbabwe,SSP5-8.5,2080-2099,78.34,80.41,82.82
